year,pov_dist,count,area_type,statefip
2020,50% or Less,103565,state,new mexico
2020,50% or Less,812912,state,new york
2020,50% or Less,367076,state,north carolina
2020,50% or Less,23489,state,north dakota
2020,50% or Less,457350,state,ohio
2020,50% or Less,169496,state,oklahoma
2020,50% or Less,112497,state,oregon
2020,50% or Less,420528,state,pennsylvania
2020,50% or Less,27343,state,rhode island
2020,50% or Less,210180,state,south carolina
2020,50% or Less,33613,state,south dakota
2020,50% or Less,272193,state,tennessee
2020,50% or Less,1098480,state,texas
2020,50% or Less,55810,state,utah
2020,50% or Less,14500,state,vermont
2020,50% or Less,227408,state,virginia
2020,50% or Less,184744,state,washington
2020,50% or Less,80873,state,west virginia
2020,50% or Less,163314,state,wisconsin
2020,50% or Less,18330,state,wyoming
2020,51 to 100%,328587,state,alabama
2020,51 to 100%,28391,state,alaska
2020,51 to 100%,369491,state,arizona
2020,51 to 100%,230168,state,arkansas
2020,51 to 100%,1904059,state,california
2020,51 to 100%,186942,state,colorado
2020,51 to 100%,146394,state,connecticut
2020,51 to 100%,40488,state,delaware
2020,51 to 100%,23415,state,district of columbia
2020,51 to 100%,1095191,state,florida
2020,51 to 100%,651471,state,georgia
2020,51 to 100%,62860,state,hawaii
2020,51 to 100%,87891,state,idaho
2020,51 to 100%,609239,state,illinois
2020,51 to 100%,337443,state,indiana
2020,51 to 100%,157393,state,iowa
2020,51 to 100%,136984,state,kansas
2020,51 to 100%,320601,state,kentucky
2020,51 to 100%,354716,state,louisiana
2020,51 to 100%,62968,state,maine
2020,51 to 100%,219071,state,maryland
2020,51 to 100%,280520,state,massachusetts
2020,51 to 100%,562036,state,michigan
2020,51 to 100%,191414,state,minnesota
2020,51 to 100%,240412,state,mississippi
2020,51 to 100%,351526,state,missouri
2020,51 to 100%,60159,state,montana
2020,51 to 100%,82401,state,nebraska
2020,51 to 100%,158576,state,nevada
2020,51 to 100%,43232,state,new hampshire
2020,51 to 100%,414929,state,new jersey
2020,51 to 100%,163634,state,new mexico
2020,51 to 100%,1134771,state,new york
2020,51 to 100%,609864,state,north carolina
2020,51 to 100%,45383,state,north dakota
2020,51 to 100%,651025,state,ohio
2020,51 to 100%,282306,state,oklahoma
2020,51 to 100%,198277,state,oregon
2020,51 to 100%,645531,state,pennsylvania
2020,51 to 100%,49714,state,rhode island
2020,51 to 100%,303588,state,south carolina
2020,51 to 100%,45721,state,south dakota
2020,51 to 100%,412630,state,tennessee
2020,51 to 100%,1770049,state,texas
2020,51 to 100%,102870,state,utah
2020,51 to 100%,25012,state,vermont
2020,51 to 100%,322110,state,virginia
2020,51 to 100%,306660,state,washington
2020,51 to 100%,140296,state,west virginia
2020,51 to 100%,263936,state,wisconsin
2020,51 to 100%,22380,state,wyoming
2020,Over 200%,3084636,state,alabama
2020,Over 200%,486023,state,alaska
2020,Over 200%,5122421,state,arizona
2020,Over 200%,1848904,state,arkansas
2020,Over 200%,28121341,state,california
2020,Over 200%,4373141,state,colorado
2020,Over 200%,2779075,state,connecticut
2020,Over 200%,712695,state,delaware
2020,Over 200%,448604,state,district of columbia
2020,Over 200%,14129978,state,florida
2020,Over 200%,6969764,state,georgia
2020,Over 200%,1098080,state,hawaii
2020,Over 200%,1306136,state,idaho
2020,Over 200%,9366382,state,illinois
2020,Over 200%,4780571,state,indiana
2020,Over 200%,2324863,state,iowa
2020,Over 200%,2157657,state,kansas
2020,Over 200%,2938239,state,kentucky
2020,Over 200%,2756754,state,louisiana
2020,Over 200%,975256,state,maine
2020,Over 200%,4767668,state,maryland
2020,Over 200%,5437980,state,massachusetts
2020,Over 200%,7210643,state,michigan
2020,Over 200%,4491348,state,minnesota
2020,Over 200%,1693784,state,mississippi
2020,Over 200%,4313075,state,missouri
2020,Over 200%,733474,state,montana
2020,Over 200%,1470301,state,nebraska
2020,Over 200%,2204769,state,nevada
2020,Over 200%,1097564,state,new hampshire
2020,Over 200%,7064309,state,new jersey
2020,Over 200%,1272212,state,new mexico
2020,Over 200%,14330699,state,new york
2020,Over 200%,6974376,state,north carolina
2020,Over 200%,574001,state,north dakota
2020,Over 200%,8323609,state,ohio
2020,Over 200%,2521633,state,oklahoma
2020,Over 200%,3241103,state,oregon
2020,Over 200%,9449215,state,pennsylvania
2020,Over 200%,813079,state,rhode island
2020,Over 200%,3338553,state,south carolina
2020,Over 200%,642131,state,south dakota
2020,Over 200%,4643634,state,tennessee
2020,Over 200%,19390333,state,texas
2020,Over 200%,2562066,state,utah
2020,Over 200%,466702,state,vermont
2020,Over 200%,6336295,state,virginia
2020,Over 200%,6129251,state,washington
2020,Over 200%,1119331,state,west virginia
2020,Over 200%,4431777,state,wisconsin
2020,Over 200%,439319,state,wyoming
2021,101 to 150%,427759,state,alabama
2021,101 to 150%,62308,state,alaska
2021,101 to 150%,567045,state,arizona
2021,101 to 150%,284605,state,arkansas
2021,101 to 150%,2472511,state,california
2021,101 to 150%,280467,state,colorado
2021,101 to 150%,183963,state,connecticut
2021,101 to 150%,60756,state,delaware
2021,101 to 150%,22716,state,district of columbia
2021,101 to 150%,1641871,state,florida
2021,101 to 150%,756160,state,georgia
2021,101 to 150%,79996,state,hawaii
2021,101 to 150%,133169,state,idaho
2021,101 to 150%,798430,state,illinois
2021,101 to 150%,468110,state,indiana
2021,101 to 150%,202372,state,iowa
2021,101 to 150%,216509,state,kansas
2021,101 to 150%,405481,state,kentucky
2021,101 to 150%,405018,state,louisiana
2021,101 to 150%,88647,state,maine
2021,101 to 150%,300820,state,maryland
2021,101 to 150%,315753,state,massachusetts
2021,101 to 150%,698510,state,michigan
2021,101 to 150%,305589,state,minnesota
2021,101 to 150%,286157,state,mississippi
2021,101 to 150%,451593,state,missouri
2021,101 to 150%,74018,state,montana
2021,101 to 150%,129118,state,nebraska
2021,101 to 150%,239592,state,nevada
2021,101 to 150%,56318,state,new hampshire
2021,101 to 150%,490556,state,new jersey
2021,101 to 150%,208220,state,new mexico
2021,101 to 150%,1257748,state,new york
2021,101 to 150%,797377,state,north carolina
2021,101 to 150%,55351,state,north dakota
2021,101 to 150%,820063,state,ohio
2021,101 to 150%,357309,state,oklahoma
2021,101 to 150%,275521,state,oregon
2021,101 to 150%,807560,state,pennsylvania
2021,101 to 150%,64946,state,rhode island
2021,101 to 150%,390608,state,south carolina
2021,101 to 150%,51248,state,south dakota
2021,101 to 150%,583839,state,tennessee
2021,101 to 150%,2405157,state,texas
2021,101 to 150%,195977,state,utah
2021,101 to 150%,33387,state,vermont
2021,101 to 150%,462363,state,virginia
2021,101 to 150%,402844,state,washington
2021,101 to 150%,167697,state,west virginia
2021,101 to 150%,360432,state,wisconsin
2021,101 to 150%,41239,state,wyoming
2021,151 to 200%,450794,state,alabama
2021,151 to 200%,86494,state,alaska
2021,151 to 200%,590037,state,arizona
2021,151 to 200%,303536,state,arkansas
2021,151 to 200%,2632723,state,california
2021,151 to 200%,343578,state,colorado
2021,151 to 200%,208223,state,connecticut
2021,151 to 200%,56243,state,delaware
2021,151 to 200%,26483,state,district of columbia
2021,151 to 200%,1753655,state,florida
2021,151 to 200%,830614,state,georgia
2021,151 to 200%,103419,state,hawaii
2021,151 to 200%,181905,state,idaho
2021,151 to 200%,929631,state,illinois
2021,151 to 200%,565637,state,indiana
2021,151 to 200%,231418,state,iowa
2021,151 to 200%,255231,state,kansas
2021,151 to 200%,383716,state,kentucky
2021,151 to 200%,378496,state,louisiana
2021,151 to 200%,105867,state,maine
2021,151 to 200%,311810,state,maryland
2021,151 to 200%,331381,state,massachusetts
2021,151 to 200%,788410,state,michigan
2021,151 to 200%,362661,state,minnesota
2021,151 to 200%,259760,state,mississippi
2021,151 to 200%,490399,state,missouri
2021,151 to 200%,93125,state,montana
2021,151 to 200%,140358,state,nebraska
2021,151 to 200%,249792,state,nevada
2021,151 to 200%,64701,state,new hampshire
2021,151 to 200%,519534,state,new jersey
2021,151 to 200%,188539,state,new mexico
2021,151 to 200%,1202743,state,new york
2021,151 to 200%,878209,state,north carolina
2021,151 to 200%,50635,state,north dakota
2021,151 to 200%,886444,state,ohio
2021,151 to 200%,378091,state,oklahoma
2021,151 to 200%,316005,state,oregon
2021,151 to 200%,894431,state,pennsylvania
2021,151 to 200%,69819,state,rhode island
2021,151 to 200%,432875,state,south carolina
2021,151 to 200%,63094,state,south dakota
2021,151 to 200%,586672,state,tennessee
2021,151 to 200%,2506187,state,texas
2021,151 to 200%,259547,state,utah
2021,151 to 200%,39759,state,vermont
2021,151 to 200%,526905,state,virginia
2021,151 to 200%,449603,state,washington
2021,151 to 200%,142881,state,west virginia
2021,151 to 200%,384753,state,wisconsin
2021,151 to 200%,45294,state,wyoming
2021,50% or Less,255794,state,alabama
2021,50% or Less,30759,state,alaska
2021,50% or Less,307755,state,arizona
2021,50% or Less,147703,state,arkansas
2021,50% or Less,1507432,state,california
2021,50% or Less,187867,state,colorado
2021,50% or Less,126268,state,connecticut
2021,50% or Less,37442,state,delaware
2021,50% or Less,48214,state,district of columbia
2021,50% or Less,887423,state,florida
2021,50% or Less,487354,state,georgia
2021,50% or Less,51528,state,hawaii
2021,50% or Less,66380,state,idaho
2021,50% or Less,529480,state,illinois
2021,50% or Less,280323,state,indiana
2021,50% or Less,105086,state,iowa
2021,50% or Less,111232,state,kansas
2021,50% or Less,262926,state,kentucky
2021,50% or Less,299545,state,louisiana
2021,50% or Less,37051,state,maine
2021,50% or Less,210303,state,maryland
2021,50% or Less,244689,state,massachusetts
2021,50% or Less,439827,state,michigan
2021,50% or Less,129356,state,minnesota
2021,50% or Less,185157,state,mississippi
2021,50% or Less,222092,state,missouri
2021,50% or Less,33660,state,montana
2021,50% or Less,56873,state,nebraska
2021,50% or Less,163191,state,nevada
2021,50% or Less,26843,state,new hampshire
2021,50% or Less,317273,state,new jersey
2021,50% or Less,143419,state,new mexico
2021,50% or Less,928721,state,new york
2021,50% or Less,459505,state,north carolina
2021,50% or Less,28052,state,north dakota
2021,50% or Less,540772,state,ohio
2021,50% or Less,192849,state,oklahoma
2021,50% or Less,150852,state,oregon
2021,50% or Less,539097,state,pennsylvania
2021,50% or Less,39689,state,rhode island
2021,50% or Less,266649,state,south carolina
2021,50% or Less,36444,state,south dakota
2021,50% or Less,323155,state,tennessee
2021,50% or Less,1422779,state,texas
2021,50% or Less,79645,state,utah
2021,50% or Less,19103,state,vermont
2021,50% or Less,290883,state,virginia
2021,50% or Less,249125,state,washington
2021,50% or Less,105170,state,west virginia
2021,50% or Less,198195,state,wisconsin
2021,50% or Less,21015,state,wyoming
2021,51 to 100%,352461,state,alabama
2021,51 to 100%,40680,state,alaska
2021,51 to 100%,387219,state,arizona
2021,51 to 100%,235596,state,arkansas
2021,51 to 100%,1896354,state,california
2021,51 to 100%,200646,state,colorado
2021,51 to 100%,136522,state,connecticut
2021,51 to 100%,42309,state,delaware
2021,51 to 100%,33489,state,district of columbia
2021,51 to 100%,1207415,state,florida
2021,51 to 100%,645290,state,georgia
2021,51 to 100%,70580,state,hawaii
2021,51 to 100%,93313,state,idaho
2021,51 to 100%,639028,state,illinois
2021,51 to 100%,331792,state,indiana
2021,51 to 100%,149639,state,iowa
2021,51 to 100%,150632,state,kansas
2021,51 to 100%,327514,state,kentucky
2021,51 to 100%,400920,state,louisiana
2021,51 to 100%,91005,state,maine
2021,51 to 100%,263137,state,maryland
2021,51 to 100%,291246,state,massachusetts
2021,51 to 100%,563426,state,michigan
2021,51 to 100%,213320,state,minnesota
2021,51 to 100%,254073,state,mississippi
2021,51 to 100%,349311,state,missouri
2021,51 to 100%,51638,state,montana
2021,51 to 100%,88824,state,nebraska
2021,51 to 100%,162971,state,nevada
2021,51 to 100%,34033,state,new hampshire
2021,51 to 100%,437954,state,new jersey
2021,51 to 100%,169314,state,new mexico
2021,51 to 100%,1146379,state,new york
2021,51 to 100%,617049,state,north carolina
2021,51 to 100%,27502,state,north dakota
2021,51 to 100%,681682,state,ohio
2021,51 to 100%,270432,state,oklahoma
2021,51 to 100%,199197,state,oregon
2021,51 to 100%,649768,state,pennsylvania
2021,51 to 100%,46942,state,rhode island
2021,51 to 100%,331253,state,south carolina
2021,51 to 100%,43107,state,south dakota
2021,51 to 100%,418710,state,tennessee
2021,51 to 100%,1914948,state,texas
2021,51 to 100%,108618,state,utah
2021,51 to 100%,26605,state,vermont
2021,51 to 100%,361756,state,virginia
2021,51 to 100%,295860,state,washington
2021,51 to 100%,135836,state,west virginia
2021,51 to 100%,289792,state,wisconsin
2021,51 to 100%,33389,state,wyoming
2021,Over 200%,3141070,state,alabama
2021,Over 200%,478829,state,alaska
2021,Over 200%,5309292,state,arizona
2021,Over 200%,1885567,state,arkansas
2021,Over 200%,28434870,state,california
2021,Over 200%,4578210,state,colorado
2021,Over 200%,2784095,state,connecticut
2021,Over 200%,732694,state,delaware
2021,Over 200%,489476,state,district of columbia
2021,Over 200%,14917602,state,florida
2021,Over 200%,7293753,state,georgia
2021,Over 200%,1063888,state,hawaii
2021,Over 200%,1351048,state,idaho
2021,Over 200%,9272407,state,illinois
2021,Over 200%,4845712,state,indiana
2021,Over 200%,2371553,state,iowa
2021,Over 200%,2071825,state,kansas
2021,Over 200%,2939107,state,kentucky
2021,Over 200%,2754128,state,louisiana
2021,Over 200%,1013401,state,maine
2021,Over 200%,4859774,state,maryland
2021,Over 200%,5557100,state,massachusetts
2021,Over 200%,7149428,state,michigan
2021,Over 200%,4530726,state,minnesota
2021,Over 200%,1700284,state,mississippi
2021,Over 200%,4338488,state,missouri
2021,Over 200%,775814,state,montana
2021,Over 200%,1479880,state,nebraska
2021,Over 200%,2199907,state,nevada
2021,Over 200%,1123525,state,new hampshire
2021,Over 200%,7311754,state,new jersey
2021,Over 200%,1293500,state,new mexico
2021,Over 200%,14208745,state,new york
2021,Over 200%,7102124,state,north carolina
2021,Over 200%,581359,state,north dakota
2021,Over 200%,8414762,state,ohio
2021,Over 200%,2543961,state,oklahoma
2021,Over 200%,3149611,state,oregon
2021,Over 200%,9517087,state,pennsylvania
2021,Over 200%,822888,state,rhode island
2021,Over 200%,3398549,state,south carolina
2021,Over 200%,666717,state,south dakota
2021,Over 200%,4700022,state,tennessee
2021,Over 200%,20123117,state,texas
2021,Over 200%,2610855,state,utah
2021,Over 200%,501874,state,vermont
2021,Over 200%,6521172,state,virginia
2021,Over 200%,6099640,state,washington
2021,Over 200%,1117550,state,west virginia
2021,Over 200%,4474736,state,wisconsin
2021,Over 200%,435660,state,wyoming
2022,101 to 150%,423207,state,alabama
2022,101 to 150%,51308,state,alaska
2022,101 to 150%,514254,state,arizona
2022,101 to 150%,288590,state,arkansas
2022,101 to 150%,2430026,state,california
2022,101 to 150%,285004,state,colorado
2022,101 to 150%,177949,state,connecticut
2022,101 to 150%,51706,state,delaware
2022,101 to 150%,27574,state,district of columbia
2022,101 to 150%,1596726,state,florida
2022,101 to 150%,798387,state,georgia
2022,101 to 150%,94306,state,hawaii
2022,101 to 150%,134243,state,idaho
2022,101 to 150%,789428,state,illinois
2022,101 to 150%,467417,state,indiana
2022,101 to 150%,201043,state,iowa
2022,101 to 150%,193221,state,kansas
2022,101 to 150%,365655,state,kentucky
2022,101 to 150%,431157,state,louisiana
2022,101 to 150%,76550,state,maine
2022,101 to 150%,290822,state,maryland
2022,101 to 150%,341859,state,massachusetts
2022,101 to 150%,690121,state,michigan
2022,101 to 150%,289191,state,minnesota
2022,101 to 150%,278608,state,mississippi
2022,101 to 150%,443856,state,missouri
2022,101 to 150%,71455,state,montana
2022,101 to 150%,146345,state,nebraska
2022,101 to 150%,214436,state,nevada
2022,101 to 150%,50813,state,new hampshire
2022,101 to 150%,454923,state,new jersey
2022,101 to 150%,186860,state,new mexico
2022,101 to 150%,1231215,state,new york
2022,101 to 150%,815779,state,north carolina
2022,101 to 150%,45692,state,north dakota
2022,101 to 150%,793655,state,ohio
2022,101 to 150%,356801,state,oklahoma
2022,101 to 150%,263469,state,oregon
2022,101 to 150%,839669,state,pennsylvania
2022,101 to 150%,51267,state,rhode island
2022,101 to 150%,410008,state,south carolina
2022,101 to 150%,58680,state,south dakota
2022,101 to 150%,558560,state,tennessee
2022,101 to 150%,2367120,state,texas
2022,101 to 150%,190910,state,utah
2022,101 to 150%,26923,state,vermont
2022,101 to 150%,474209,state,virginia
2022,101 to 150%,386094,state,washington
2022,101 to 150%,159552,state,west virginia
2022,101 to 150%,342945,state,wisconsin
2022,101 to 150%,36942,state,wyoming
2022,151 to 200%,409262,state,alabama
2022,151 to 200%,64269,state,alaska
2022,151 to 200%,588473,state,arizona
2022,151 to 200%,281184,state,arkansas
2022,151 to 200%,2542776,state,california
2022,151 to 200%,356308,state,colorado
2022,151 to 200%,187695,state,connecticut
2022,151 to 200%,57876,state,delaware
2022,151 to 200%,24739,state,district of columbia
2022,151 to 200%,1754483,state,florida
2022,151 to 200%,860265,state,georgia
2022,151 to 200%,95059,state,hawaii
2022,151 to 200%,173655,state,idaho
2022,151 to 200%,811519,state,illinois
2022,151 to 200%,580650,state,indiana
2022,151 to 200%,241880,state,iowa
2022,151 to 200%,236985,state,kansas
2022,151 to 200%,387735,state,kentucky
2022,151 to 200%,386314,state,louisiana
2022,151 to 200%,104036,state,maine
2022,151 to 200%,345466,state,maryland
2022,151 to 200%,363941,state,massachusetts
2022,151 to 200%,727773,state,michigan
2022,151 to 200%,323915,state,minnesota
2022,151 to 200%,281115,state,mississippi
2022,151 to 200%,484416,state,missouri
2022,151 to 200%,99562,state,montana
2022,151 to 200%,136324,state,nebraska
2022,151 to 200%,241535,state,nevada
2022,151 to 200%,69778,state,new hampshire
2022,151 to 200%,528914,state,new jersey
2022,151 to 200%,174257,state,new mexico
2022,151 to 200%,1269389,state,new york
2022,151 to 200%,860320,state,north carolina
2022,151 to 200%,35725,state,north dakota
2022,151 to 200%,889937,state,ohio
2022,151 to 200%,371966,state,oklahoma
2022,151 to 200%,295732,state,oregon
2022,151 to 200%,863693,state,pennsylvania
2022,151 to 200%,70048,state,rhode island
2022,151 to 200%,456994,state,south carolina
2022,151 to 200%,62571,state,south dakota
2022,151 to 200%,612108,state,tennessee
2022,151 to 200%,2469960,state,texas
2022,151 to 200%,231387,state,utah
2022,151 to 200%,50469,state,vermont
2022,151 to 200%,525471,state,virginia
2022,151 to 200%,432996,state,washington
2022,151 to 200%,157273,state,west virginia
2022,151 to 200%,415071,state,wisconsin
2022,151 to 200%,45255,state,wyoming
2022,50% or Less,289616,state,alabama
2022,50% or Less,26519,state,alaska
2022,50% or Less,311477,state,arizona
2022,50% or Less,175989,state,arkansas
2022,50% or Less,1339821,state,california
2022,50% or Less,163065,state,colorado
2022,50% or Less,117680,state,connecticut
2022,50% or Less,29311,state,delaware
2022,50% or Less,34623,state,district of columbia
2022,50% or Less,890597,state,florida
2022,50% or Less,474681,state,georgia
2022,50% or Less,51606,state,hawaii
2022,50% or Less,48960,state,idaho
2022,50% or Less,551323,state,illinois
2022,50% or Less,285133,state,indiana
2022,50% or Less,107815,state,iowa
2022,50% or Less,113897,state,kansas
2022,50% or Less,249660,state,kentucky
2022,50% or Less,274687,state,louisiana
2022,50% or Less,38821,state,maine
2022,50% or Less,192077,state,maryland
2022,50% or Less,239839,state,massachusetts
2022,50% or Less,427001,state,michigan
2022,50% or Less,153963,state,minnesota
2022,50% or Less,188307,state,mississippi
2022,50% or Less,249458,state,missouri
2022,50% or Less,43753,state,montana
2022,50% or Less,65362,state,nebraska
2022,50% or Less,132001,state,nevada
2022,50% or Less,22897,state,new hampshire
2022,50% or Less,277530,state,new jersey
2022,50% or Less,110152,state,new mexico
2022,50% or Less,988870,state,new york
2022,50% or Less,444134,state,north carolina
2022,50% or Less,26682,state,north dakota
2022,50% or Less,521253,state,ohio
2022,50% or Less,187018,state,oklahoma
2022,50% or Less,130099,state,oregon
2022,50% or Less,520476,state,pennsylvania
2022,50% or Less,36010,state,rhode island
2022,50% or Less,242782,state,south carolina
2022,50% or Less,35699,state,south dakota
2022,50% or Less,309136,state,tennessee
2022,50% or Less,1313704,state,texas
2022,50% or Less,71881,state,utah
2022,50% or Less,17604,state,vermont
2022,50% or Less,301235,state,virginia
2022,50% or Less,249334,state,washington
2022,50% or Less,94217,state,west virginia
2022,50% or Less,179987,state,wisconsin
2022,50% or Less,18481,state,wyoming
2022,51 to 100%,362090,state,alabama
2022,51 to 100%,48746,state,alaska
2022,51 to 100%,369360,state,arizona
2022,51 to 100%,227690,state,arkansas
2022,51 to 100%,1861436,state,california
2022,51 to 100%,205761,state,colorado
2022,51 to 100%,137498,state,connecticut
2022,51 to 100%,36916,state,delaware
2022,51 to 100%,27136,state,district of columbia
2022,51 to 100%,1201680,state,florida
2022,51 to 100%,545108,state,georgia
2022,51 to 100%,64166,state,hawaii
2022,51 to 100%,89450,state,idaho
2022,51 to 100%,604394,state,illinois
2022,51 to 100%,348089,state,indiana
2022,51 to 100%,144311,state,iowa
2022,51 to 100%,147139,state,kansas
2022,51 to 100%,347248,state,kentucky
2022,51 to 100%,373372,state,louisiana
2022,51 to 100%,64612,state,maine
2022,51 to 100%,233431,state,maryland
2022,51 to 100%,277246,state,massachusetts
2022,51 to 100%,558477,state,michigan
2022,51 to 100%,241502,state,minnesota
2022,51 to 100%,263990,state,mississippi
2022,51 to 100%,334107,state,missouri
2022,51 to 100%,53168,state,montana
2022,51 to 100%,90403,state,nebraska
2022,51 to 100%,157583,state,nevada
2022,51 to 100%,38505,state,new hampshire
2022,51 to 100%,397237,state,new jersey
2022,51 to 100%,160895,state,new mexico
2022,51 to 100%,1085958,state,new york
2022,51 to 100%,619385,state,north carolina
2022,51 to 100%,34054,state,north dakota
2022,51 to 100%,684166,state,ohio
2022,51 to 100%,275893,state,oklahoma
2022,51 to 100%,191047,state,oregon
2022,51 to 100%,640188,state,pennsylvania
2022,51 to 100%,47931,state,rhode island
2022,51 to 100%,326510,state,south carolina
2022,51 to 100%,45065,state,south dakota
2022,51 to 100%,423936,state,tennessee
2022,51 to 100%,1906374,state,texas
2022,51 to 100%,111615,state,utah
2022,51 to 100%,27807,state,vermont
2022,51 to 100%,381690,state,virginia
2022,51 to 100%,276656,state,washington
2022,51 to 100%,146177,state,west virginia
2022,51 to 100%,263741,state,wisconsin
2022,51 to 100%,33342,state,wyoming
2022,Over 200%,3237477,state,alabama
2022,Over 200%,504186,state,alaska
2022,Over 200%,5397258,state,arizona
2022,Over 200%,1920993,state,arkansas
2022,Over 200%,28784285,state,california
2022,Over 200%,4712818,state,colorado
2022,Over 200%,2803025,state,connecticut
2022,Over 200%,786673,state,delaware
2022,Over 200%,512777,state,district of columbia
2022,Over 200%,15718674,state,florida
2022,Over 200%,7592608,state,georgia
2022,Over 200%,1063682,state,hawaii
2022,Over 200%,1413014,state,idaho
2022,Over 200%,9417324,state,illinois
2022,Over 200%,4904667,state,indiana
2022,Over 200%,2416387,state,iowa
2022,Over 200%,2137281,state,kansas
2022,Over 200%,3007348,state,kentucky
2022,Over 200%,2808171,state,louisiana
2022,Over 200%,1077015,state,maine
2022,Over 200%,4873986,state,maryland
2022,Over 200%,5521683,state,massachusetts
2022,Over 200%,7236424,state,michigan
2022,Over 200%,4559131,state,minnesota
2022,Over 200%,1745133,state,mississippi
2022,Over 200%,4396406,state,missouri
2022,Over 200%,807227,state,montana
2022,Over 200%,1498945,state,nebraska
2022,Over 200%,2291156,state,nevada
2022,Over 200%,1133464,state,new hampshire
2022,Over 200%,7394013,state,new jersey
2022,Over 200%,1339222,state,new mexico
2022,Over 200%,14414094,state,new york
2022,Over 200%,7467512,state,north carolina
2022,Over 200%,623433,state,north dakota
2022,Over 200%,8458087,state,ohio
2022,Over 200%,2633328,state,oklahoma
2022,Over 200%,3197502,state,oregon
2022,Over 200%,9581745,state,pennsylvania
2022,Over 200%,834944,state,rhode island
2022,Over 200%,3583943,state,south carolina
2022,Over 200%,667995,state,south dakota
2022,Over 200%,4924563,state,tennessee
2022,Over 200%,20806774,state,texas
2022,Over 200%,2741970,state,utah
2022,Over 200%,488069,state,vermont
2022,Over 200%,6621075,state,virginia
2022,Over 200%,6263709,state,washington
2022,Over 200%,1110052,state,west virginia
2022,Over 200%,4527031,state,wisconsin
2022,Over 200%,436160,state,wyoming
2015,101 to 150%,448749,state,alabama
2015,101 to 150%,52466,state,alaska
2015,101 to 150%,630862,state,arizona
2015,101 to 150%,328843,state,arkansas
2015,101 to 150%,3271878,state,california
2015,101 to 150%,374804,state,colorado
2015,101 to 150%,188468,state,connecticut
2015,101 to 150%,52771,state,delaware
2015,101 to 150%,37241,state,district of columbia
2015,101 to 150%,1788403,state,florida
2015,101 to 150%,904517,state,georgia
2015,101 to 150%,99712,state,hawaii
2015,101 to 150%,159491,state,idaho
2015,101 to 150%,928320,state,illinois
2015,101 to 150%,558361,state,indiana
2015,101 to 150%,266410,state,iowa
2015,101 to 150%,215127,state,kansas
2015,101 to 150%,423286,state,kentucky
2015,101 to 150%,438676,state,louisiana
2015,101 to 150%,109120,state,maine
2015,101 to 150%,305365,state,maryland
2015,101 to 150%,382772,state,massachusetts
2015,101 to 150%,806768,state,michigan
2015,101 to 150%,373575,state,minnesota
2015,101 to 150%,346643,state,mississippi
2015,101 to 150%,490001,state,missouri
2015,101 to 150%,89239,state,montana
2015,101 to 150%,161092,state,nebraska
2015,101 to 150%,253865,state,nevada
2015,101 to 150%,64815,state,new hampshire
2015,101 to 150%,554410,state,new jersey
2015,101 to 150%,201449,state,new mexico
2015,101 to 150%,1489764,state,new york
2015,101 to 150%,947126,state,north carolina
2015,101 to 150%,47141,state,north dakota
2015,101 to 150%,937215,state,ohio
2015,101 to 150%,369588,state,oklahoma
2015,101 to 150%,307801,state,oregon
2015,101 to 150%,932501,state,pennsylvania
2015,101 to 150%,68505,state,rhode island
2015,101 to 150%,438947,state,south carolina
2015,101 to 150%,66488,state,south dakota
2015,101 to 150%,611334,state,tennessee
2015,101 to 150%,2560426,state,texas
2015,101 to 150%,218475,state,utah
2015,101 to 150%,37118,state,vermont
2015,101 to 150%,547376,state,virginia
2015,101 to 150%,511104,state,washington
2015,101 to 150%,182474,state,west virginia
2015,101 to 150%,440445,state,wisconsin
2015,101 to 150%,31593,state,wyoming
2015,151 to 200%,432331,state,alabama
2015,151 to 200%,61407,state,alaska
2015,151 to 200%,594025,state,arizona
2015,151 to 200%,295236,state,arkansas
2015,151 to 200%,3167657,state,california
2015,151 to 200%,416268,state,colorado
2015,151 to 200%,196313,state,connecticut
2015,151 to 200%,75001,state,delaware
2015,151 to 200%,39945,state,district of columbia
2015,151 to 200%,1820011,state,florida
2015,151 to 200%,901149,state,georgia
2015,151 to 200%,95100,state,hawaii
2015,151 to 200%,172741,state,idaho
2015,151 to 200%,985282,state,illinois
2015,151 to 200%,597299,state,indiana
2015,151 to 200%,261948,state,iowa
2015,151 to 200%,249121,state,kansas
2015,151 to 200%,402100,state,kentucky
2015,151 to 200%,395470,state,louisiana
2015,151 to 200%,109558,state,maine
2015,151 to 200%,348070,state,maryland
2015,151 to 200%,374361,state,massachusetts
2015,151 to 200%,845338,state,michigan
2015,151 to 200%,368591,state,minnesota
2015,151 to 200%,299713,state,mississippi
2015,151 to 200%,564782,state,missouri
2015,151 to 200%,83341,state,montana
2015,151 to 200%,162049,state,nebraska
2015,151 to 200%,253296,state,nevada
2015,151 to 200%,74418,state,new hampshire
2015,151 to 200%,534745,state,new jersey
2015,151 to 200%,191405,state,new mexico
2015,151 to 200%,1330535,state,new york
2015,151 to 200%,932969,state,north carolina
2015,151 to 200%,55339,state,north dakota
2015,151 to 200%,1022709,state,ohio
2015,151 to 200%,383999,state,oklahoma
2015,151 to 200%,339392,state,oregon
2015,151 to 200%,1004873,state,pennsylvania
2015,151 to 200%,79398,state,rhode island
2015,151 to 200%,452250,state,south carolina
